date,time,temperature,dew_point,humidity,wind,wind_speed,wind_gust,pressure,precip.,condition
2021-08-20,8:30 PM,79,77,94,E,6,0,29.79,0.0,Mostly Cloudy
2021-08-24,10:00 AM,88,79,75,WSW,8,0,29.73,0.0,Mostly Cloudy
2021-08-08,4:00 PM,91,79,66,WNW,10,0,29.67,0.0,Partly Cloudy
2021-07-22,9:30 AM,75,75,100,VAR,3,0,29.76,0.0,Light Rain
2021-07-06,2:30 PM,86,79,79,W,13,0,29.61,0.0,Partly Cloudy
2021-08-26,2:00 PM,79,77,94,SW,14,0,29.7,0.0,Partly Cloudy
2021-08-27,3:00 AM,77,77,100,VAR,1,0,29.7,0.0,Partly Cloudy
2021-08-11,6:00 AM,81,79,94,SW,5,0,29.76,0.0,Fair
2021-09-04,2:30 PM,81,77,89,WSW,14,0,29.7,0.0,Partly Cloudy
2021-08-01,10:00 AM,86,77,74,WSW,15,0,29.73,0.0,Mostly Cloudy
2021-08-19,12:00 AM,77,75,94,VAR,1,0,29.76,0.0,Mostly Cloudy
2021-09-04,1:30 PM,88,77,70,WNW,10,0,29.7,0.0,Light Rain Shower
2021-07-07,4:30 PM,81,77,89,SW,17,31,29.67,0.0,Partly Cloudy
2021-07-27,2:30 AM,81,79,94,WSW,10,0,29.7,0.0,Fair
2021-08-01,9:30 AM,86,79,79,W,15,0,29.73,0.0,Mostly Cloudy
2021-07-11,9:00 AM,88,77,70,VAR,2,0,29.79,0.0,Partly Cloudy
2021-07-24,4:30 PM,88,77,70,WSW,17,0,29.64,0.0,Partly Cloudy
2021-08-25,3:00 PM,86,75,70,WSW,15,0,29.64,0.0,Partly Cloudy
2021-07-09,4:30 PM,86,75,70,WSW,10,0,29.64,0.0,Partly Cloudy
2021-07-28,12:00 AM,81,79,94,WSW,12,0,29.67,0.0,Partly Cloudy
2021-07-25,4:30 PM,88,77,70,WSW,12,0,29.64,0.0,Partly Cloudy
2021-07-02,2:00 AM,82,79,89,SW,6,0,29.76,0.0,Partly Cloudy
2021-07-01,12:30 AM,81,79,94,WSW,7,0,29.76,0.0,Fair
2021-08-03,1:30 AM,81,77,89,WSW,10,0,29.7,0.0,Partly Cloudy
2021-08-01,9:00 PM,81,79,94,WSW,10,0,29.7,0.0,Partly Cloudy
2021-08-14,3:30 AM,79,77,94,VAR,2,0,29.73,0.0,Partly Cloudy
2021-08-04,2:30 PM,91,79,66,WSW,18,0,29.67,0.0,Partly Cloudy / Windy
2021-07-17,9:30 AM,88,77,70,W,10,0,29.76,0.0,Fair
2021-08-16,12:00 AM,81,77,89,VAR,3,0,29.85,0.0,Partly Cloudy
2021-08-21,8:00 AM,82,77,84,VAR,1,0,29.82,0.0,Partly Cloudy
2021-07-12,9:30 AM,88,75,66,ESE,6,0,29.79,0.0,Partly Cloudy
2021-07-03,6:30 PM,84,79,84,SSE,13,0,29.64,0.0,Partly Cloudy
2021-09-03,2:00 PM,90,77,66,W,13,0,29.64,0.0,Partly Cloudy
2021-07-01,11:00 AM,91,77,63,WSW,9,0,29.76,0.0,Mostly Cloudy
2021-08-28,8:30 PM,75,73,94,ENE,5,0,29.76,0.0,Light Rain
2021-07-23,7:30 PM,81,79,94,WSW,8,0,29.67,0.0,Mostly Cloudy
2021-07-19,6:00 AM,75,73,94,VAR,3,0,29.7,0.0,Mostly Cloudy
2021-07-30,1:30 PM,88,77,70,WSW,13,0,29.7,0.0,Mostly Cloudy
2021-08-09,5:00 PM,91,79,66,W,12,0,29.61,0.0,Partly Cloudy
2021-07-13,9:30 PM,84,77,79,SE,6,0,29.76,0.0,Thunder in the Vicinity
2021-07-01,10:00 PM,82,77,84,SW,6,0,29.76,0.0,Partly Cloudy
2021-07-16,12:00 AM,77,75,94,VAR,3,0,29.82,0.0,Mostly Cloudy
2021-08-30,12:00 AM,77,77,100,WNW,2,0,29.76,0.0,Mostly Cloudy
2021-07-18,12:00 AM,81,77,89,WSW,13,0,29.73,0.0,Partly Cloudy
2021-07-09,10:00 PM,81,77,89,S,5,0,29.76,0.0,Partly Cloudy
2021-07-16,8:30 PM,84,75,74,WSW,7,0,29.76,0.0,Fair
2021-07-25,4:00 PM,88,77,70,W,14,0,29.67,0.0,Partly Cloudy
2021-09-02,9:00 PM,79,75,89,SW,12,0,29.79,0.0,Partly Cloudy
2021-07-06,5:00 AM,79,77,94,NE,2,0,29.64,0.0,Partly Cloudy
2021-07-18,10:00 AM,88,77,70,W,13,0,29.7,0.0,Mostly Cloudy
2021-07-20,8:00 AM,82,75,79,VAR,2,0,29.79,0.0,Partly Cloudy
2021-07-07,6:00 AM,79,77,94,VAR,2,0,29.7,0.0,Partly Cloudy
2021-07-31,5:30 PM,90,79,70,SW,14,0,29.64,0.0,Partly Cloudy
2021-07-29,2:30 PM,82,79,89,WSW,16,0,29.64,0.0,Light Rain Shower
2021-07-04,5:00 AM,82,82,100,SW,7,0,29.67,0.0,Partly Cloudy
2021-08-18,2:00 AM,75,75,100,VAR,1,0,29.79,0.0,Mostly Cloudy
2021-08-17,1:00 AM,77,77,100,VAR,1,0,29.85,0.0,Partly Cloudy
2021-07-25,1:30 AM,82,79,89,SW,9,0,29.7,0.0,Partly Cloudy
2021-07-10,11:30 PM,84,79,84,SSE,6,0,29.79,0.0,Partly Cloudy
2021-07-13,1:00 PM,93,73,52,E,6,0,29.7,0.0,Mostly Cloudy
2021-07-31,11:00 PM,82,79,89,WSW,13,0,29.76,0.0,Partly Cloudy
2021-08-11,9:30 PM,81,77,89,VAR,3,0,29.82,0.0,Partly Cloudy
2021-07-22,2:00 PM,86,79,79,SW,9,0,29.7,0.0,Mostly Cloudy
2021-08-20,6:00 AM,77,77,100,VAR,2,0,29.76,0.0,Fair
2021-07-09,10:30 AM,84,77,79,SW,12,0,29.76,0.0,Mostly Cloudy
2021-07-28,11:00 PM,81,79,94,SW,8,0,29.7,0.0,Partly Cloudy
2021-07-29,11:30 AM,84,81,89,WSW,12,0,29.7,0.0,Light Rain Shower
2021-07-21,5:30 PM,82,73,74,WSW,13,0,29.67,0.0,Mostly Cloudy
2021-07-21,1:30 AM,79,77,94,WSW,6,0,29.73,0.0,Partly Cloudy
2021-07-25,7:00 AM,77,77,100,SW,5,0,29.73,0.0,Mostly Cloudy
2021-08-14,8:30 AM,82,79,89,W,7,0,29.76,0.0,Partly Cloudy
2021-08-16,12:30 AM,81,77,89,VAR,1,0,29.85,0.0,Partly Cloudy
2021-08-13,2:30 PM,86,77,74,NNW,8,0,29.7,0.0,Partly Cloudy
2021-08-01,2:00 PM,91,77,63,W,13,0,29.64,0.0,Mostly Cloudy
2021-09-01,1:00 AM,79,77,94,VAR,1,0,29.76,0.0,Partly Cloudy
2021-07-03,9:00 PM,84,75,74,S,7,0,29.7,0.0,Partly Cloudy
2021-07-11,6:30 PM,86,75,70,SSE,8,0,29.7,0.0,Partly Cloudy
2021-07-28,8:30 PM,79,75,89,WSW,8,0,29.67,0.0,Partly Cloudy
2021-08-08,6:00 AM,81,79,94,SW,9,0,29.76,0.0,Fair
2021-08-27,11:30 AM,88,75,66,WNW,5,0,29.76,0.0,Partly Cloudy
2021-07-20,4:30 PM,81,75,84,W,14,0,29.7,0.0,Partly Cloudy
2021-07-06,9:00 PM,81,77,89,SW,8,0,29.73,0.0,Mostly Cloudy
2021-07-30,7:00 PM,84,79,84,WSW,12,0,29.73,0.0,Mostly Cloudy
2021-08-29,10:30 AM,84,77,79,NW,5,0,29.76,0.0,Mostly Cloudy
2021-08-21,5:30 PM,73,73,100,SW,23,0,29.73,0.0,T-Storm
2021-07-16,2:30 PM,91,73,55,NW,8,0,29.7,0.0,Partly Cloudy
2021-07-08,12:00 AM,79,77,94,SW,5,0,29.76,0.0,Mostly Cloudy
2021-07-27,1:30 AM,81,79,94,WSW,13,0,29.7,0.0,Fair
2021-07-28,5:30 AM,77,75,94,WSW,7,0,29.67,0.0,Partly Cloudy
2021-08-31,8:00 AM,81,81,100,VAR,1,0,29.79,0.0,Partly Cloudy
2021-09-01,9:30 AM,86,79,79,SE,5,0,29.79,0.0,Partly Cloudy
2021-07-25,3:30 AM,75,75,100,W,9,0,29.7,0.0,Light Rain
2021-08-11,3:30 PM,77,75,94,SW,17,0,29.73,0.0,Mostly Cloudy
2021-08-10,1:00 PM,93,79,63,SW,7,0,29.67,0.0,Partly Cloudy
2021-08-02,10:30 PM,82,79,89,WSW,12,0,29.73,0.0,Mostly Cloudy
2021-08-28,11:00 PM,75,75,100,VAR,2,0,29.76,0.0,Mostly Cloudy
2021-08-29,4:30 AM,75,75,100,VAR,2,0,29.7,0.0,Partly Cloudy
2021-07-07,11:30 AM,90,75,62,WSW,14,0,29.7,0.0,Partly Cloudy
2021-07-27,10:00 PM,81,77,89,WSW,7,0,29.7,0.0,Partly Cloudy
2021-07-15,11:00 AM,86,77,74,WSW,7,0,29.76,0.0,Partly Cloudy
2021-08-24,6:00 PM,77,77,100,S,7,0,29.7,0.0,Light Rain
2021-08-10,12:30 AM,82,77,84,SW,6,0,29.73,0.0,Partly Cloudy
2021-07-24,12:00 PM,91,77,63,W,17,0,29.7,0.0,Partly Cloudy
2021-08-26,9:30 PM,77,77,100,ENE,3,0,29.76,0.0,Mostly Cloudy
2021-07-19,2:30 PM,86,81,84,W,6,0,29.64,0.0,Partly Cloudy
2021-07-27,6:30 PM,81,77,89,W,7,0,29.64,0.0,Partly Cloudy
2021-08-15,4:30 AM,81,77,89,CALM,0,0,29.76,0.0,Partly Cloudy
2021-07-19,8:30 PM,79,73,83,CALM,0,0,29.76,0.0,Mostly Cloudy
2021-08-08,11:30 AM,91,79,66,W,6,0,29.76,0.0,Mostly Cloudy
2021-09-04,9:00 AM,81,77,89,NNW,1,0,29.79,0.0,Mostly Cloudy
2021-07-29,8:30 AM,84,79,84,W,9,0,29.7,0.0,Partly Cloudy
2021-07-28,7:00 PM,79,75,89,W,13,0,29.64,0.0,Partly Cloudy
2021-07-23,5:00 PM,82,77,84,SW,5,0,29.64,0.0,Mostly Cloudy
2021-07-07,10:00 AM,86,79,79,W,5,0,29.73,0.0,Mostly Cloudy
2021-07-09,1:30 AM,79,77,94,VAR,2,0,29.7,0.0,Partly Cloudy
2021-07-21,5:00 PM,82,75,79,WSW,13,0,29.67,0.0,Mostly Cloudy
2021-07-07,10:00 PM,79,77,94,WSW,5,0,29.76,0.0,Mostly Cloudy
2021-08-04,7:00 PM,82,79,89,W,5,0,29.7,0.0,Partly Cloudy
2021-08-14,8:00 PM,84,77,79,W,5,0,29.7,0.0,Partly Cloudy
2021-07-16,3:00 PM,93,75,56,NW,7,0,29.7,0.0,Partly Cloudy
2021-07-04,12:00 PM,86,82,89,VAR,2,0,29.7,0.0,Thunder in the Vicinity
2021-08-14,10:30 PM,82,77,84,W,9,0,29.76,0.0,Mostly Cloudy
2021-08-28,8:00 AM,81,77,89,VAR,1,0,29.73,0.0,Partly Cloudy
2021-07-14,9:30 PM,79,77,94,WSW,6,0,29.73,0.0,Partly Cloudy
2021-08-14,11:00 AM,90,79,70,WSW,10,0,29.76,0.0,Partly Cloudy
2021-07-21,4:00 AM,79,79,100,WSW,6,0,29.7,0.0,Fair
2021-07-20,6:00 PM,81,75,84,WSW,5,0,29.7,0.0,Partly Cloudy
2021-08-25,2:30 PM,88,77,70,SW,16,0,29.64,0.0,Partly Cloudy
2021-07-01,10:30 AM,90,77,66,W,8,0,29.76,0.0,Mostly Cloudy
2021-07-12,12:00 PM,93,75,56,ESE,8,0,29.76,0.0,Partly Cloudy
2021-09-01,9:00 AM,86,77,74,VAR,3,0,29.79,0.0,Partly Cloudy
2021-08-20,11:00 PM,79,77,94,VAR,3,0,29.85,0.0,Mostly Cloudy
2021-08-13,8:30 PM,81,75,84,SW,7,0,29.76,0.0,Mostly Cloudy
2021-07-13,4:00 PM,91,72,52,VAR,3,0,29.61,0.0,Partly Cloudy
2021-08-05,4:00 AM,81,79,94,SW,10,0,29.73,0.0,Partly Cloudy
2021-07-05,12:30 PM,84,77,79,S,6,0,29.67,0.0,Thunder in the Vicinity
2021-08-26,2:30 PM,82,79,89,VAR,3,0,29.67,0.0,Partly Cloudy
2021-07-31,2:30 AM,81,77,89,SW,10,0,29.73,0.0,Partly Cloudy
2021-09-02,5:00 AM,79,75,89,VAR,1,0,29.73,0.0,Partly Cloudy
2021-09-03,11:00 AM,84,77,79,WNW,10,0,29.76,0.0,Partly Cloudy
2021-07-08,8:30 PM,81,77,89,SW,7,0,29.73,0.0,Partly Cloudy
2021-08-05,12:30 AM,81,79,94,SW,12,0,29.73,0.0,Partly Cloudy
2021-07-24,1:00 PM,91,79,66,WSW,20,0,29.67,0.0,Partly Cloudy
2021-08-14,11:30 AM,90,77,66,WSW,10,0,29.73,0.0,Partly Cloudy
2021-09-02,4:00 AM,77,75,94,VAR,1,0,29.73,0.0,Partly Cloudy
2021-07-01,5:00 PM,93,72,49,SSW,9,0,29.67,0.0,Partly Cloudy
2021-07-24,10:00 AM,90,79,70,W,18,0,29.73,0.0,Partly Cloudy
2021-08-26,3:30 PM,82,77,84,VAR,3,0,29.67,0.0,Light Rain with Thunder
2021-08-13,3:30 PM,86,77,74,SSW,16,0,29.7,0.0,Light Rain with Thunder
2021-08-15,4:00 AM,81,77,89,VAR,2,0,29.76,0.0,Partly Cloudy
2021-08-11,4:30 PM,81,75,84,SW,9,0,29.73,0.0,Mostly Cloudy
2021-08-26,6:00 PM,79,77,94,SE,10,0,29.7,0.0,Light Rain
2021-07-26,4:00 AM,79,77,94,SW,10,0,29.7,0.0,Mostly Cloudy
2021-08-17,4:30 AM,77,75,94,WNW,1,0,29.82,0.0,Partly Cloudy
2021-07-24,6:00 PM,86,79,79,WSW,13,0,29.64,0.0,Mostly Cloudy
2021-07-07,11:30 PM,79,77,94,SW,6,0,29.76,0.0,Mostly Cloudy
2021-08-05,6:00 PM,84,77,79,WSW,15,0,29.7,0.0,Fair
2021-07-24,9:00 AM,88,79,75,W,18,0,29.7,0.0,Partly Cloudy
2021-08-14,8:00 AM,81,79,94,VAR,3,0,29.76,0.0,Partly Cloudy
2021-08-14,9:30 PM,84,77,79,WSW,12,0,29.76,0.0,Mostly Cloudy
2021-08-10,6:30 AM,82,81,94,SSW,7,0,29.7,0.0,Mostly Cloudy
2021-08-27,7:00 AM,79,79,100,CALM,0,0,29.76,0.0,Mostly Cloudy
2021-08-27,4:00 AM,77,77,100,ENE,1,0,29.7,0.0,Partly Cloudy
2021-08-13,4:30 AM,79,79,100,VAR,2,0,29.79,0.0,Mostly Cloudy
2021-08-19,5:30 PM,91,73,55,W,5,0,29.64,0.0,Partly Cloudy
2021-08-23,7:30 PM,79,77,94,E,3,0,29.73,0.0,Mostly Cloudy
2021-07-31,8:00 AM,84,79,84,WSW,13,0,29.76,0.0,Partly Cloudy
2021-08-25,4:00 AM,77,77,100,S,3,0,29.7,0.0,Partly Cloudy
2021-08-30,7:30 PM,75,75,100,VAR,3,0,29.73,0.0,Partly Cloudy
2021-09-04,2:00 PM,82,79,89,WSW,14,0,29.67,0.0,Light Rain Shower
2021-08-04,11:30 PM,81,79,94,WSW,10,0,29.76,0.0,Partly Cloudy
2021-09-02,2:00 PM,82,79,89,NNE,6,0,29.67,0.0,Partly Cloudy
2021-08-26,7:30 AM,81,77,89,ESE,5,0,29.76,0.0,Mostly Cloudy
2021-07-29,5:30 PM,77,77,100,WSW,17,0,29.7,0.0,Light Rain
2021-08-18,1:00 PM,91,75,59,WNW,5,0,29.73,0.0,Mostly Cloudy
2021-07-31,8:30 AM,86,81,84,WSW,12,0,29.76,0.0,Partly Cloudy
2021-07-31,2:30 PM,91,77,63,WSW,15,0,29.67,0.0,Partly Cloudy
2021-09-04,9:30 AM,82,75,79,VAR,2,0,29.79,0.0,Partly Cloudy
2021-07-02,11:30 PM,84,79,84,W,7,0,29.76,0.0,Partly Cloudy
2021-07-20,12:30 PM,90,77,66,W,13,0,29.73,0.0,Light Rain Shower
2021-07-01,4:30 AM,81,79,94,SW,6,0,29.76,0.0,Fair
2021-07-28,1:00 AM,79,75,89,W,8,0,29.67,0.0,Partly Cloudy
2021-07-25,12:00 AM,82,79,89,WSW,9,0,29.73,0.0,Partly Cloudy
2021-07-14,4:00 PM,88,75,66,SSE,7,0,29.61,0.0,Thunder in the Vicinity
2021-07-06,9:00 AM,84,79,84,SSW,9,0,29.67,0.0,Partly Cloudy
2021-07-30,9:00 AM,86,79,79,WSW,15,0,29.76,0.0,Partly Cloudy
2021-07-04,3:00 AM,82,81,94,SSW,7,0,29.67,0.0,Partly Cloudy
2021-07-28,12:30 AM,79,77,94,WSW,9,0,29.67,0.0,Partly Cloudy
2021-08-05,7:30 PM,82,77,84,WSW,13,0,29.73,0.0,Partly Cloudy
2021-08-07,9:30 AM,88,79,75,W,14,0,29.82,0.0,Partly Cloudy
2021-09-03,6:00 PM,82,77,84,WNW,14,31,29.67,0.0,Light Rain Shower
2021-08-24,7:00 AM,81,79,94,SSW,5,0,29.7,0.0,Partly Cloudy
2021-07-06,1:30 AM,79,77,94,VAR,1,0,29.67,0.0,Partly Cloudy
2021-08-28,1:00 AM,81,77,89,VAR,2,0,29.73,0.0,Mostly Cloudy
2021-08-30,1:00 PM,91,75,59,VAR,2,0,29.7,0.0,Mostly Cloudy
2021-07-23,3:00 PM,79,79,100,WSW,8,0,29.64,0.0,Mostly Cloudy
2021-08-20,4:30 AM,77,75,94,VAR,1,0,29.73,0.0,Partly Cloudy
2021-07-21,2:30 AM,79,77,94,W,6,0,29.73,0.0,Partly Cloudy
2021-07-24,9:30 AM,86,79,79,W,17,0,29.73,0.0,Mostly Cloudy
2021-08-30,8:30 AM,84,77,79,VAR,3,0,29.79,0.0,Fair
2021-07-27,2:00 PM,77,77,100,W,25,43,29.64,0.0,Light Rain
2021-08-13,9:00 AM,84,79,84,WSW,6,0,29.79,0.0,Mostly Cloudy
2021-09-04,7:00 AM,79,77,94,CALM,0,0,29.76,0.0,Mostly Cloudy
2021-07-10,1:00 AM,81,77,89,S,6,0,29.73,0.0,Partly Cloudy
2021-07-23,6:00 AM,81,79,94,WSW,6,0,29.7,0.0,Mostly Cloudy
2021-08-25,3:30 AM,77,77,100,SSW,5,0,29.7,0.0,Partly Cloudy
2021-08-28,11:30 AM,88,77,70,N,5,0,29.73,0.0,Partly Cloudy
2021-08-22,10:30 AM,90,79,70,WSW,7,0,29.79,0.0,Partly Cloudy
2021-08-11,8:30 AM,86,79,79,SSW,8,0,29.79,0.0,Partly Cloudy
2021-08-17,7:00 PM,81,77,89,NE,5,0,29.76,0.0,Light Rain with Thunder
2021-07-21,12:30 AM,81,77,89,SW,7,0,29.76,0.0,Partly Cloudy
2021-07-31,3:00 PM,91,79,66,WSW,15,0,29.67,0.0,Partly Cloudy
2021-08-27,12:00 PM,91,75,59,W,7,0,29.73,0.0,Mostly Cloudy
2021-07-19,1:00 PM,91,75,59,W,15,0,29.67,0.0,Mostly Cloudy
2021-08-29,2:00 PM,90,75,62,NNW,7,0,29.67,0.0,Mostly Cloudy
2021-07-21,11:30 PM,81,75,84,WSW,8,0,29.76,0.0,Partly Cloudy
2021-07-25,11:30 PM,79,79,100,SW,7,0,29.76,0.0,Mostly Cloudy
2021-08-05,1:00 PM,90,79,70,WSW,17,0,29.7,0.0,Partly Cloudy
2021-08-22,9:30 AM,88,77,70,WSW,5,0,29.79,0.0,Partly Cloudy
2021-09-01,5:30 PM,84,77,79,SW,9,0,29.67,0.0,Partly Cloudy
2021-07-10,2:00 AM,81,77,89,S,7,0,29.7,0.0,Partly Cloudy
2021-07-01,12:30 PM,91,73,55,W,10,0,29.73,0.0,Mostly Cloudy
2021-08-11,8:30 PM,81,77,89,SW,5,0,29.82,0.0,Partly Cloudy
2021-07-19,12:30 AM,77,77,100,NNE,2,0,29.73,0.0,Mostly Cloudy
2021-07-10,12:00 PM,91,75,59,VAR,5,0,29.7,0.0,Mostly Cloudy
2021-09-03,4:00 AM,79,77,94,VAR,3,0,29.7,0.0,Partly Cloudy
2021-07-18,2:30 AM,81,79,94,WSW,10,0,29.67,0.0,Partly Cloudy
2021-08-15,8:30 AM,82,77,84,CALM,0,0,29.82,0.0,Mostly Cloudy
2021-08-16,8:30 PM,77,73,89,VAR,2,0,29.85,0.0,Partly Cloudy
2021-08-04,10:00 PM,82,79,89,WSW,15,0,29.76,0.0,Partly Cloudy
2021-07-06,3:00 AM,79,79,100,N,1,0,29.64,0.0,Partly Cloudy
2021-07-01,10:30 PM,82,77,84,SW,9,0,29.79,0.0,Partly Cloudy
2021-08-21,9:30 AM,86,77,74,VAR,1,0,29.82,0.0,Partly Cloudy
2021-07-06,8:00 PM,81,77,89,SW,5,0,29.7,0.0,Mostly Cloudy
2021-08-23,10:00 AM,88,79,75,SW,9,0,29.76,0.0,Mostly Cloudy
2021-07-19,4:30 PM,72,72,100,WNW,10,0,29.7,0.0,Light Rain
2021-07-24,4:00 AM,81,79,94,WSW,8,0,29.67,0.0,Mostly Cloudy
2021-07-02,2:30 AM,82,79,89,SW,7,0,29.76,0.0,Partly Cloudy
2021-08-19,1:30 AM,75,75,100,NNW,12,0,29.73,0.0,Thunder in the Vicinity
2021-08-13,5:30 AM,79,77,94,VAR,1,0,29.79,0.0,Mostly Cloudy
2021-08-28,2:30 AM,79,79,100,ENE,3,0,29.73,0.0,Mostly Cloudy
2021-07-10,8:30 PM,84,77,79,S,6,0,29.76,0.0,Partly Cloudy
2021-08-28,8:00 PM,75,73,94,E,10,0,29.73,0.0,Light Rain
2021-07-22,5:30 AM,79,77,94,W,5,0,29.73,0.0,Partly Cloudy
2021-07-08,11:00 PM,79,77,94,WSW,7,0,29.76,0.0,Partly Cloudy
2021-07-15,7:00 AM,79,77,94,VAR,1,0,29.73,0.0,Mostly Cloudy
2021-07-06,11:30 PM,79,77,94,WSW,2,0,29.7,0.0,Mostly Cloudy
2021-07-08,9:30 AM,82,77,84,W,6,0,29.79,0.0,Mostly Cloudy
2021-08-08,8:00 PM,86,79,79,SW,13,0,29.73,0.0,Partly Cloudy
2021-07-17,4:30 AM,79,77,94,WNW,5,0,29.73,0.0,Partly Cloudy
2021-08-21,6:00 PM,73,72,94,E,5,0,29.73,0.0,Light Rain Shower
2021-08-02,5:30 AM,79,79,100,WSW,9,0,29.7,0.0,Fair
2021-08-16,11:30 PM,77,75,94,VAR,1,0,29.88,0.0,Partly Cloudy
2021-08-01,4:00 AM,79,77,94,WSW,9,0,29.67,0.0,Mostly Cloudy
2021-07-02,2:30 PM,93,72,49,W,10,0,29.7,0.0,Partly Cloudy
2021-07-14,10:30 AM,88,77,70,VAR,2,0,29.7,0.0,Mostly Cloudy
2021-08-17,8:30 PM,72,72,100,WSW,12,0,29.85,0.0,T-Storm
2021-07-02,3:00 AM,82,81,94,SW,7,0,29.76,0.0,Partly Cloudy
2021-07-16,11:00 AM,88,77,70,WNW,12,0,29.82,0.0,Mostly Cloudy
2021-07-04,12:30 AM,82,77,84,S,6,0,29.7,0.0,Partly Cloudy
2021-08-12,8:30 PM,82,77,84,SSE,5,0,29.82,0.0,Partly Cloudy
2021-07-11,8:30 PM,84,77,79,SSE,6,0,29.76,0.0,Partly Cloudy
2021-08-29,11:00 AM,86,77,74,NNW,7,0,29.73,0.0,Partly Cloudy
2021-09-03,5:30 PM,86,77,74,WNW,6,0,29.64,0.0,Light Rain Shower
2021-08-03,6:00 PM,86,77,74,WSW,14,0,29.7,0.0,Partly Cloudy
2021-08-11,4:00 PM,79,75,89,SSW,14,0,29.73,0.0,Mostly Cloudy
2021-08-10,8:00 PM,81,77,89,SSW,6,0,29.7,0.0,Mostly Cloudy
2021-07-26,7:00 PM,84,79,84,WSW,12,0,29.64,0.0,Fair
2021-08-09,2:30 PM,93,79,63,WSW,9,0,29.64,0.0,Mostly Cloudy
2021-08-22,3:30 AM,79,77,94,WSW,5,0,29.76,0.0,Partly Cloudy
2021-07-17,2:00 AM,79,77,94,W,6,0,29.76,0.0,Partly Cloudy
2021-07-30,12:00 AM,77,77,100,SW,5,0,29.73,0.0,Mostly Cloudy
2021-07-15,5:00 AM,79,77,94,VAR,2,0,29.7,0.0,Light Rain
2021-07-15,2:00 AM,79,77,94,VAR,1,0,29.73,0.0,Partly Cloudy
2021-07-14,11:00 AM,86,77,74,NW,5,0,29.7,0.0,Mostly Cloudy
2021-08-17,6:00 PM,84,77,79,CALM,0,0,29.73,0.0,Partly Cloudy
2021-08-15,9:00 AM,84,77,79,VAR,1,0,29.82,0.0,Mostly Cloudy
2021-08-09,7:30 AM,82,81,94,SW,8,0,29.76,0.0,Mostly Cloudy
2021-07-11,10:30 PM,82,77,84,SE,5,0,29.82,0.0,Partly Cloudy
2021-08-10,7:30 PM,81,77,89,SW,7,0,29.7,0.0,Mostly Cloudy
2021-07-22,2:00 AM,79,75,89,WSW,9,0,29.73,0.0,Partly Cloudy
2021-08-06,11:30 PM,82,79,89,WSW,12,0,29.79,0.0,Partly Cloudy
2021-07-05,8:00 PM,79,77,94,VAR,3,0,29.7,0.0,Light Rain
2021-07-09,11:30 AM,84,77,79,WSW,10,0,29.73,0.0,Mostly Cloudy
2021-09-02,2:30 AM,79,75,89,VAR,2,0,29.76,0.0,Partly Cloudy
2021-08-31,9:00 AM,84,77,79,VAR,1,0,29.79,0.0,Partly Cloudy
2021-07-04,8:00 AM,86,82,89,SW,6,0,29.73,0.0,Mostly Cloudy
2021-07-01,9:00 PM,82,73,74,SSW,10,0,29.76,0.0,Partly Cloudy
2021-08-27,11:30 PM,81,77,89,ESE,5,0,29.76,0.0,Mostly Cloudy
2021-08-07,6:30 AM,81,79,94,SW,7,0,29.79,0.0,Partly Cloudy
2021-08-30,1:30 AM,77,77,100,VAR,2,0,29.73,0.0,Mostly Cloudy
2021-08-06,4:00 PM,90,77,66,W,15,0,29.67,0.0,Partly Cloudy
2021-07-02,4:30 AM,82,79,89,SW,8,0,29.76,0.0,Partly Cloudy
2021-08-04,2:30 AM,81,79,94,SW,12,0,29.73,0.0,Partly Cloudy
2021-08-02,4:30 PM,86,77,74,WSW,14,0,29.64,0.0,Partly Cloudy
2021-08-02,1:00 AM,79,79,100,SW,7,0,29.7,0.0,Partly Cloudy
2021-08-04,4:00 PM,86,79,79,W,12,0,29.67,0.0,Partly Cloudy
2021-09-04,11:00 AM,84,77,79,W,8,0,29.76,0.0,Mostly Cloudy
2021-07-09,5:00 AM,77,77,100,S,6,0,29.7,0.0,Light Rain
2021-07-01,4:00 PM,95,72,47,WSW,7,0,29.67,0.0,Partly Cloudy
2021-08-17,7:30 AM,79,77,94,VAR,3,0,29.85,0.0,Partly Cloudy
2021-07-10,10:30 PM,84,79,84,SSE,8,0,29.79,0.0,Partly Cloudy
2021-07-27,3:00 AM,79,79,100,WSW,10,0,29.67,0.0,Fair
2021-08-21,11:00 AM,90,77,66,VAR,2,0,29.79,0.0,Mostly Cloudy
2021-08-30,11:00 AM,90,77,66,SW,2,0,29.73,0.0,Mostly Cloudy
2021-07-23,6:00 PM,81,79,94,W,5,0,29.64,0.0,Mostly Cloudy
2021-08-31,4:00 AM,77,75,94,CALM,0,0,29.73,0.0,Partly Cloudy
2021-07-04,10:00 PM,82,79,89,WSW,8,0,29.7,0.0,Partly Cloudy
2021-08-31,3:00 AM,77,77,100,VAR,1,0,29.76,0.0,Partly Cloudy
2021-07-06,10:00 PM,81,77,89,SW,5,0,29.73,0.0,Mostly Cloudy
2021-07-17,11:00 AM,90,73,59,WNW,12,0,29.73,0.0,Partly Cloudy
2021-07-07,3:30 AM,77,77,100,SW,5,0,29.7,0.0,Partly Cloudy
2021-08-24,10:00 PM,79,77,94,VAR,2,0,29.76,0.0,Mostly Cloudy
2021-07-11,9:30 AM,90,77,66,VAR,3,0,29.79,0.0,Mostly Cloudy
